description	isbn
 그동안 없던 작가의 탄생! [오늘의 유머] 공포게시판에서 많은 이들의 호응을 얻었던 김동식의 소설집(전3권)이 출간되었다. 작가는 10년 동안 공장에서 노동하면서 머릿속으로 수없이 떠올렸던 이야기들을 거의 매일 게시판에 올렸다. 김동식 소설집(전3권)은 그렇게 써내려간 300편의 짧은 소설 가운데 66편을...	9791196222628
 &lt;보노보노&gt;는 1986년 출간되어 1988년 고단샤 만화상 수상 후 30년 넘게 연재를 이어가고 있는 네 컷 만화가 원작이다. 2015년 일본에서 출간된 &lt;보노보노의 인생상담&gt;은 2013년 9월부터 12월까지 보노보노 공식 웹사이트 보노넷에서 모집한 고민과 답변을 토대로 집필된 책이다.	9791130616261
 2004년 제57회 일본추리작가협회상, 2004년 제4회 본격 미스터리 대상, 2004년 '이 미스터리가 대단하다!' 1위, 2004년 주간문춘 미스터리 베스트 10 2위... 그야말로 화려한 수상 경력을 자랑하는 일본 추리소설 한 편이 출간됐다. 제목 .	9788959750221
 아마존 심리 분야 장기 베스트셀러. UCLA에서 뇌 과학으로 박사학위를 받고, 15년간 뇌 과학을 도구 삼아 ‘우울증’만 연구해온 우울증 덕후, 앨릭스 코브 박사가 그동안의 연구 성과를 집대성한 책이다.	9791156757344
 '클라우스 슈밥의 제4차 산업혁명'에 담긴 이야기는 명확하다. ‘제4차 산업혁명은 무엇인가?’, ‘무엇을 어떻게 변화시킬 것인가’, ‘우리에게 어떤 영향을 끼칠 것인가?’, ‘공익을 위해 이를 활용할 수 있는 방법은 무엇인가?’ 이 네 가지 질문에 대한 답을 제시한다.	9788962805901
 칼 세이건의  특별판이 세이건의 서거 10주기를 기념하여 출간되었다. 이 특별판은 지난 2004년 12월에 출간된 (양장본)의 텍스트 전문과 도판 일부를 사용하고 판형을 휴대하기 쉬운 신국판으로 바꿔 출간한 책으로, 독자들이 좀 더 쉽게 칼 세이건의 메시지를 만날 수 있도록 배려한 책이다.	9788983711892
" 최은영 소설집. 진심을 꾹꾹 눌러 담은 문장으로 ""인간에 대한 이해가 깊은 소설을 쓰는 작가""(소설가 김연수), ""재능 있는 작가의 탄생을 알리는 소설집""(소설가 김영하)이라는 평을 받은 강렬한 데뷔작 &lt;쇼코의 미소&gt; 출간 이후 2년 만에 두번째 소설집을 선보인다."	9788954651820
 &lt;지적 대화를 위한 넓고 얕은 지식&gt;, &lt;시민의 교양&gt;, &lt;열한 계단&gt;의 저자 채사장이 이제 관계에 대하여 탐구한다. 우리는 나면서부터 관계를 맺는다. 아니, 정확히는, 원하지 않아도 탄생의 순간 그 즉시 타인과, 세계와의 관계가 생긴다.	9791188248124
 시를 잊고 사는 이 세상 모든 이에게.교사는 마치 제사장처럼 경전을 대하듯이 주석을 덧붙이며 시를 읽고, 학생들은 그 주석을 열심히 받아 적고 암송하며 시의 낭만과 아름다음과 진실들에서 점점 멀어져 간다. 저자 정재찬 교수는 이러한 문학 교실에 대한 문제의식을 바탕으로 교양 강좌 ‘문화혼융의 시...	9788958628224
 '불안'은 하루에도 몇 번씩 경험하는, 현대를 사는 우리에게는 매우 밀접한 개념이다. 알랭 드 보통의 말대로, 우리의 삶은 불안을 떨쳐내고, 새로운 불안을 맞아들이고, 또 다시 그것을 떨쳐내는 과정의 연속인지도 모른다. 『불안』은 우리가 일상 속에서 겪는 다양한 종류의 불안 중 사회적 지위(status)와...	9788956605593
 아주 작은 예고나 예감, 징조도 없이 어느 날 갑자기, 당신은 여자 없는 남자들이 된다.『여자 없는 남자들』은 무라카미 하루키가 《도쿄 기담집》 이후 9년 만에 펴낸 단편집으로 일본 출간 당시 예약판매로만 30만 부의 판매고를 올린 화제의 책이다. 그간 장편소설 집필에 몰두해왔던 저자가 2013년 말부터...	9788954625586
 미드나잇 스릴러 시리즈. 정식 발간되기도 전에 15개국에 판권이 계약되며 많은 언론과 기성작가의 찬사를 한 몸에 받은 리브 콘스탄틴의 첫 번째 소설이다. 누구나 한 번쯤 생각해보았거나 꿈꾸었을, 평범하지만 이루기 어려운 욕망을 흥미진진하게 그려낸다.	9791158510824
 표현의 귀재 유시민이 말하는 표현의 기밀. 표현하고자 하는 바를 거침없이 표현하고 그것을 상대가 공감하게 만드는 일은, 쉬워 보이지만 꽤나 정교한 '기술'을 요한다. 어떤 형식으로든 생각과 감정을 표현하려면 그에 필요한 기술을 익혀야 한다.	9788965133759
 작가 최진영의 다섯 번째 장편소설 는 최진영이 최초로 선보이는 아포칼립스 소설로 정체 모를 바이러스가 전 세계를 뒤덮은 혼란의 시기. 감염된 사람들은 삽시간에 죽어 가고, 살아남은 이들은 안전한 곳을 찾아 끝 모르는 여정을 떠난다.	9788937473166
 지금까지 힘껏 버텨 준 '나'에게 하고 싶은 말.5년 동안 한결같이 좋은 글귀로 위안을 주던 ‘책 읽어주는 남자’가 이번에는 책이 아닌 당신의 마음을 사려 깊게 읽고 다독인다. 《책 읽어주는 남자》의 토닥토닥 에세이 『나에게 고맙다』는 어쩌면 세상 가장 흔한 말이지만, 정작 내게는 한 번도 건네지 못했던...	9788968330889
 &lt;마션&gt;의 작가 앤디 위어가 이번엔 지구와 가장 가까운 천체 달을 무대로 한 &lt;아르테미스&gt;를 들고 우리에게 다시 돌아왔다. 작가 앤디 위어는 달에 생긴 최초이자 유일한 도시 아르테미스로의 잊지 못할 여정을 선사한다.	9788925562599
 일본 호러소설 대상 수상작. 일본에서 16만 부를 돌파하고 영화로도 제작되는 등 출간 직후 상당한 반향을 불러일으켰다.	9788979196184
 제1회 『새의 선물』의 은희경, 제2회 『아무 곳에도 없는 남자』의 전경린 등 말 그대로 ‘대형 신인’의 산실인 ‘문학동네소설상’이 또 한 명의 걸출한 신인을 선보이게 되었다.『고래』의 1부와 2부는 산골 소녀에서 소도시의 기업가로 성공하는 금복의 일대기를 중심으로 그녀를 둘러싼 갖가지 인물...	9788982819278
 가족이라는 인연의 끈으로 묶인 세 남매!일본 미스터리계의 거장 히가시노 게이고의 장편소설『유성의 인연』제1권. 2008년 일본 드라마 시청율 1위에 오른 &lt;유성의 인연&gt;의 원작소설이다. 끔찍한 강도 살인사건으로 부모님을 잃은 세 남매가 별똥별 아래 맹세한 인연의 끈으로 세상을 헤쳐나가면서...	9788972754282
 누구보다 책을 좋아하고 즐겨 읽으며, 한 라디오 프로그램을 통해 '책 읽어주는 여자'로 불린 방송인 김소영 에세이. 갑작스런 퇴직 후 떠난 도쿄 책방 여행기뿐만 아니라 작가가 자신의 책방 '당인리 책발전소'를 준비하고 열기까지의 과정, 남편(방송인 오상진)과의 달콤하고 소소한 이야기들이 담겨 있다.	9791162203637
 19년 뒤의 킹스크로스역에서 다시 시작되는 이야기!J.K. 롤링과 잭 손, 존 티퍼니가 쓴 원작을 토대로 잭 손이 각색하여 탄생시킨 희곡 『해리포터와 저주받은 아이』 제2부. 79개 국어로 번역돼 4억 5,000만 부가 팔리며 유례를 찾기 힘들 만큼 폭발적인 반응을 일으킨 「해리 포터」 시리즈가 무려 9년 만에...	9788983926296
 모든 관계는 말투에서 시작된다. 호감과 비호감의 결정적 한 끗은 말투에 있다. 이 책은 그동안 말투 때문에 본의 아니게 관계에서 오해를 불러일으켰던 사람들을 위해 ‘호감형 말투 사용법’을 골라 담았다.	9788960863859
 덴마크의 저명한 심리학자이자 베스트셀러 저자인 일자 샌드는 ‘민감함은 결함이 아니라 신이 주신 최고의 감각’이라고 말한다. 그녀의 신작이자 출간 즉시 전 세계 민감한 사람들의 폭발적인 지지를 받은 『센서티브』는 세계적인 과학 잡지 &lt;뇌와 행동&gt;의 극찬을 받았다.	9791130611099
 19년 뒤의 킹스크로스역에서 다시 시작되는 이야기!J.K. 롤링과 잭 손, 존 티퍼니가 쓴 원작을 토대로 잭 손이 각색하여 탄생시킨 희곡 『해리포터와 저주받은 아이』 제1부. 79개 국어로 번역돼 4억 5,000만 부가 팔리며 유례를 찾기 힘들 만큼 폭발적인 반응을 일으킨 「해리 포터」 시리즈가 무려 9년 만에...	9788983926289
 오늘을 살아가는 우리에게 꼭 필요한 7가지 현실 인문학. 저자 채사장은 사려 깊게 현실을 들여다보고 그에 맞는 인문학 지식들을 풀어내준다. 경제를 기반으로 사회, 정치, 역사, 철학, 윤리 등 인문학 전반을 자유자재로 엮어내며 살아 숨 쉬는 지식을 전달한다.	9791195677108
 대한민국을 뜨겁게 달군 화제의 소설 &lt;82년생 김지영&gt; 이후 2년, 조남주 작가가 처음 선보이는 신작 소설집 &lt;그녀 이름은&gt;에서는 &lt;82년생 김지영&gt;에서 다 하지 못한 수많은 '그녀'들의 이야기가 다채롭게 펼쳐진다.	9791130617084
 2017년 제5회 제주4.3평화문학상 수상작. 첫 장편소설 &lt;아몬드&gt;로 독자들에게 깊이 각인된 손원평 작가가 발표하는 두 번째 소설로, 권위의식과 허위, 부당함과 착취 구조의 세상 속에서 현재를 살아가는 젊은 세대들의 특별한 '한 방'을 그린다.	9791196199807
 베스트셀러 『따귀 맞은 영혼』 저자 배르벨 바르데츠키 최신작. 독일에서 가장 영향력 있는 심리치료 권위자로서 32년 동안 마음이 아픈 사람들을 치유해 온, 세계적인 심리학자 배르벨 바르데츠키는 상처받지 않고 진정으로 자기 자신을 사랑하는 법을 들려준다.	9788901161198
 20세기 최고의 작가 밀란 쿤데라의 대표작을 만나다!민음사 세계문학전집 『참을 수 없는 존재의 가벼움』. 이 소설은 세계적인 작가인 밀란 쿤데라의 작품으로 역사의 상처라는 무게에 짓눌려 단 한번도 ‘존재의 가벼움’을 느껴보지 못한 현대인의 자화상을 네 남녀의 사랑을 통해 그려내고 있다. 자신을...	9788937462344
 육아에 지쳐 자신을 잃어버린 엄마들에게 자신을 이해하고 공감하는 법을 먼저 소개한다. 그런 다음 아이를 키우면서 만나게 되는 여러 가지 문제에 대해 실천 가능한 최소한의 행동 방침, 대화 방법을 일러준다.	9791188007134
 수십만 엄마 블로거들을 열광시킨 영어 교육 노하우!수십만 엄마 블로거들이 열광해온 ‘영어책 읽어주는 새벽달’의 엄마표 영어 실전 노하우를 책으로 만난다. 저자 새벽달은 2000년 영어 교육 사이트 쑥쑥닷컴에서 ‘엄마표 영어’라는 표현을 처음으로 사용하여 큰 화제를 모았다. 하지만 당시 엄마표...	9788997195916
 영어교육은 초등 이후에 시작해도 늦지 않다는 입장이었던 잠수네가 영어교육 시작 연령이 점점 낮아지고 있는 현실과 우리나라 유아 영어교육 방식에서 우려되는 지점을 종합적으로 고려해 내놓은 신작이다.	9788925552651
 《잠수네 프리스쿨 영어공부법》에 이은 두 번째 책으로, 이번에는 영어는 물론, 수학과 국어를 함께 정리했다. 특히, 초등 입학을 앞둔 학부모들에게 당장의 시험성적에 좌지우지되지 않고 장기적인 안목을 가질 것을 당부하는 동시에 선배로서의 든든한 조언을 아끼지 않는다.	9788925555553
 똑게육아? 과연 ‘똑게’란 무엇일까?‘똑게’는 ‘똑똑하고 게으르게’의 줄임말이다. 똑부(똑똑하고 부지런하게), 멍부(멍청하고 부지런하게), 멍게(멍청하고 게으르게) 같은 단어들을 한 번쯤 들어봤을 것이다. 이 책의 저자 ‘로리’는 육아에서 ‘똑게’를 지향한다.	9788954639002
 15년간 2만 시간 동안 아이와 부모를 상담한 저자의 핵심비법을 담은 책이다. 저자는 모든 아이에게 효과적이면서도 모든 엄마가 쉽게 할 수 있는 방법을 고민하다 비용도 노력도 가장 적게 들지만 가장 효과가 큰 것이 ‘엄마의 말’이라는 점에 착안해 이 책을 집필했다.	9791185952123
 저자의 아이들이 직접 읽은 3,500권의 영어 그림책 중에서 공부가 되는 책, 재미있는 책, 영어 문장 말고도 볼 게 있고 느낄 게 있는 책들을 골라 담았다. 아이에게 영어 그림책을 읽어주는 방법, 그림책 더 재미있게 읽는 법, 도서관 이용 팁, 온라인 서점 목록도 소개하고 있다.	9788956055619
 나와 아이가 조금 더 행복해지는 프랑스식 육아법!아이, 엄마, 가족이 모두 행복한 프랑스식 육아 『프랑스 아이처럼』. 이 책은 프랑스 패션이나 치즈, 와인과는 다른 프랑스 육아법을 소개한다. 고작 생후 2~3개월의 아기들이 밤새 단 한 번도 깨지 않고 자고, 어른의 관심을 얻으려 졸라대지도 않고 ‘안 돼!’...	9788928615360
 가트맨 박사가 인정한 상담과 현장 코칭을 통한 감정코칭 실전법을 갖고 있는 최성애 박사가 그동안 경험을 통해 효과를 본 구체적인 사례를 통해 감정코칭의 노하우를 담은 책이다. 생생하고 공감 가는 수많은 실제 사례는 감정코칭의 중요성을 알고 있지만 어떻게 자녀양육 및 아동교육에 적용해야 될지 모르는 학부모와 교사들에게 현장에서 바로 사용해서 효과를 볼 수 있는 감정코칭 방법을 알려준다.	9788947527897
 돈을 공부하면 평범한 주부도 부자가 될 수 있다!『나는 마트 대신 부동산에 간다』는 평범한 주부가 돈의 본질을 공부하고 실천하며 점차 부자가 되어가는 과정을 한 편의 성장 드라마처럼 보여주는 책이다. 전세살이로 이 집 저 집 쫓기듯 이사를 다녀야 했던 저자는, 평생 가난의 굴레에서 벗어날 수 없다는...	9788947541473
 마음의 중심을 잡고 지혜로운 엄마로 살아가는 방법!행복한 부모와 자녀 사이를 위한 법륜 스님의 양육지침서『엄마 수업』. 이 책은 자녀 문제로 괴로워하는 부모들에게 ‘모든 문제는 자식 탓이 아니라 내 탓이다.’라는 이치를 이해하고 자녀를 양육할 수 있도록 도와준다. 아이의 문제를 근원적으로 보지...	9788984315112
 빨래하는 것을 좋아하는 엄마가 널어놓은 빨래줄 위로천둥번개도깨비가 지나가자 엄마는 더러운 도깨비를  빨고 아이는 예쁜 얼굴을 그려 돌려보낸다. 다음날 다른 도깨비들도 서로 예쁘게 해달라고 몰려온다.	9788970940199
 힐링유의 블로그 글 속 등장인물이었던 정신과 전문의 남편이 공저자로 참여하여 아이와 엄마의 마음에 관해 더 넓고 깊은 통찰을 보여준다. 이 책은 일상에서 아이 셋을 키우며 직접 부딪힌 사례를 통해 아이의 마음을 단단하게 키워주는 육아법을 이야기한다.	9788952778437
 봄 날씨보다 변덕스러운, 이상한 손님이 찾아왔다!어느 비 오는 오후, 남매만 남아 집을 보고 있습니다. 어둑어둑한 날씨에 어쩐지 으스스해진 동생은 누나 방을 기웃거리지만 바쁘니까 혼자 놀라는 누나의 말에 잔뜩 풀이 죽어 ‘나도 동생이 있으면 좋겠다.’ 생각하며 빵 봉지를 집어 들었습니다. 바로 그때...	9791158360801
 배우이자 두 아이의 엄마 소유진이 알려주는 쉽고 친절한 이유식 레시피 북. 아들 용희를 위해 만든 설렜던 첫 이유식의 순간부터 유아식 초기까지, 꼼꼼하게 기록했던 그녀의 다이어리가 한 권의 책으로 탄생했다.	9791186978665
 ‘영어 노출 제로’인 엄마와 아이가 어떻게 엄마표 영어를 했는지, 단계별/시기별 실천법과 콘텐츠 리스트를 한눈에 보이도록 분석, 정리한 책. 1500여 개에 달하는 엄마표 영어책, 동영상 큐레이션은 항상 새로운 정보에 목말라 하고, 영어책 한 권 고르기 힘들어 하는 엄마들에게 ‘단 하나의 보물 지도’가 되어줄 것이다.	9791188700073
 총 1만 건 이상의 학습 및 진학 상담을 해온 일본의 실력파 입시 전문가이자 최고의 초등학습 전문가가 쓰고, 도서관 사서의 경험을 바탕으로 한 책육아를 통해 두 아이를 영재고, 민사고에 보낸 책쟁이엄마가 아이의 발달 단계를 고려하여 세심하게 고르고 고른 170여개의 추천 도서 리스트가 실렸다.	9791196012748
 은 '경제적 자립을 위한 3단계 로드맵'과 함께 투자에 필요한 실전 지식과 풍부한 사례를 제공함으로써 ‘행복한 엄마가 되기 위한 구체적인 방법’을 전한다.	9791130611778
 요요 걱정 없는 재테크 근육 만들기부터 재테크를 취미로 삼는 방법까지 부자 DNA를 만드는 체질 개선 프로젝트. 상습적인 중도포기자들의 습관을 뜯어고치고, 흉내 내기에 그치지 않고 머리끝부터 발끝까지 부자 되는 체력을 꾸준히 키울 수 있게 도와준다.	9788984076266
" 바닷가 마을에 여름 소나기가 반짝 내린다. 엄마는 서둘러 유치원에 아이 마중을 왔다. 집으로 가는 길, 세상이 온통 궁금한 아이는 엄마에게 질문을 하기 시작한다. 아이의 끈덕진 ""왜요?"" 질문과 엄마의 친절하고도 엉뚱한 대답이 꼬리에 꼬리를 물며 상상의 나래를 펼쳐나간다."	9791158360382
 엄마와 아이의 아웃풋을 끌어 올릴 새로운 영어교육법!‘영어 인풋’에 대한 명쾌한 솔루션을 담은 『엄마표 영어 17년 실전노트』. 《엄마표 영어 17년 보고서》의 실천편으로, '영어책 읽어주는 새벽달'의 블로그에서 연재했던 수준별, 연령별 영어 교육 실전비법을 담고 있다. 말하기, 듣기 아웃풋을...	9788997195992
 엄마들은 지금껏 이런 책을 기다려왔다 육아 전쟁은 바이바이! 육아 자체가 평화로워지는 똑게육아  네이버 대표 육아카페와 화제의 팟캐스트 똑게육아. 예비맘, 초보맘들 사이에서 똑게육아 모르면 간첩이라는 말은 괜히 나온 것이 아니다. 그녀는 처음 육아를 하면서 수많은 덫에 빠져 ‘노예육아, 호구육아...	9788956013404
 이 책의 식단은 매일 1만여 명의 사람들이 다녀가는 저자의 블로그에서 엄마들이 좋아했던 레시피들만을 엄선해 구성되었다. 아침, 점심, 저녁 세 끼는 물론 반찬 가짓수 걱정을 줄이면서 영양도 골고루 담은 일품요리, 엄마가 직접 만들어주는 건강한 간식까지 실었다.	9788952772978
 몸에 반짝이 비늘이 많은 물고기가 예쁜 것을 뽐내다가 친구를 잃고 나서야 자신의 잘못을 깨닫고 반짝이 비늘을 친구들에게 하나씩 나눠 주어 모두가 행복해지는 이야기. 자기보다 못난 이웃을 깔보고 좋은 것을 혼자만 독차지하면 자기도 괴롭게 된다는 것을 가르쳐 준다.	9788972590637
 '말 공부' 이렇게 시작해보세요!0~5세 영유아기 아이를 키우는 부모에게 아이의 '말'은 예민한 주제다. 아이의 작은 옹알이에도 관심을 보이며 혹여나 내 아이가 또래에 비해 말이 늦되는 것은 아닌지 촉각을 곤두세운다. 그러나 정작 영유아기 아이의 언어 발달에 관한 객관적인 정보는 많지 않다. 그래서...	9791186117347
 재테크 컨설팅 컴퍼니 루비스톤 유수진 대표의 책. 이 책은 부자는 되고 싶지만 부자가 되기 위한 기초적인 학습이 제대로 되어 있지 않은 젊은 여성 직장인들을 위해 금융 환경에 맞는 체계적인 재테크법을 알려준다.	9788984074835
 우리네 가족의 일상을 실감 나는 그림으로 담아내는 김영진 작가의 그림책이다. 엄마와는 또 다른 아빠와 아이의 일상, 그리고 그 둘의 관계가 신선한 울림을 선사한다. 몸짓, 말투, 행동 하나하나가 붕어빵처럼 꼭 닮은 아빠와 아이의 모습을 발견할 수 있다.	9788955823240
 이억배의 『솔이의 추석 이야기』. 해마다 추석이나 설날이 되면 도시는 텅 비어 버리지만, 시골은 가득 채워집니다. 도시에 살던 사람들이 자신의 고향으로 가기 때문이지요. 이 그림책은 도시에 사는 솔이네 가족이 추석을 지내기 위해 시골로 가면서 벌어지는 사건사고를 담아냈습니다. 그동안 소홀한...	9788986621198
 가까운 미래에 시간 여행이 가능해진다. &#x0D;하지만, 그 여행은 목숨을 걸어야 할 만큼 위험했다!&#x0D;&#x0D;영화 [헬로우 고스트] [슬로우 비디오]로 국내 영화 관객의 가슴을 따뜻하게 데워준 김영탁 감독이 이번에는 가장 차가운 스릴러 소설을 가지고 찾아왔다. 아버지가 돌아가시고 마흔을 눈앞에 둔 어느 날...	9788950973766
 미니멀 라이프에 관심을 가졌지만 어떻게 시작해야 할지 몰라 망설인다면, 미니멀 라이프를 실천하고 있지만 ‘내가 잘하고 있는 걸까’ 하는 의문이 든다면, 미니멀 라이프가 한 사람의 삶을 어떻게 바꾸는지 궁금하다면 이 책에서 의미 있는 답을 찾을 수 있을 것이다.	9791186389133
 월급재테크 카페 주인장의 왕초보 해법서!월급재테크 카페 주인장의 왕초보 해법서!『맘마미아 월급 재테크』는 현역 월급쟁이인 저자와 카페 고수들이 정리한 주식, 펀드, 경매, 보험 등 월급쟁이 재테크 공부법을 1권에 담았다. 이 책의 저자 맘마미아는 네이버 No.1 월급재테크 카페를 만든 주역으로...	9791186647011
 저자는 이 책에서 소위 대한민국에서 부자가 되는 세 가지 조건 ‘부모 부자’, ‘부자 남편’, ‘로또 당첨’과는 무관한 자신이 어떻게 경제적 자유를 얻게 되었는지 그 과정을 디테일하게 밝힌다.	9791130608105
 파리의 가정에서 배우는 심플하고 우아한 생활의 기술 40가지를 소개한다. 저자는 프랑스인들의 생활에서 보고 배워 삶에 도움이 된 생활의 지혜와 여유로운 일상생활을 40가지로 정리해 소개한다.	9791185676432
 낮은산 출판사에서 권정생 글 김세현 그림의 &lt;엄마 까투리&gt;가 출간되었다. 아홉 마리를 돌보던 까투리는 큰 산불 속에서 혼자서는 몸을 피하지 못하고 새끼들에게 다시 날아온다. 엄마 까투리는 결국 새끼들을 품에 안고 재가 된다. 그러나 타 죽은 엄마 품속에서 새끼들은 다치지 않은 채, 모두 살아남는다. 새끼들은 커다랗게 자랐지만 엄마 냄새가 남아 있는 그곳에 함께 모여 보듬고 잠이 든다.	9788989646488
 공룡의 종류를 비롯해 먹이, 생활 습성, 공룡 시대의 환경, 멸종설에 이르기까지 공룡에 대한 상식을 모아 쉽게 이해할 수 있도록 재미있는 만화와 세밀화, 사진으로 구성되었다.	9788930202435
 이 책에는 한 가지 비밀이 담겨 있다. 그것은 바로 자본주의다. 자본주의는 당신이 생각하는 것보다 훨씬 많은 기회를 품고 있다. 그리고 는 그 자본주의를 내 편으로 만드는 기술이다.	9791130612249
 단 한순간도 영어를 놓은 적 없지만, 단 한 번도 통한 적 없었다면, 이게 다 한국식 영어 때문이다. 학교에서도, 학원에서도 알려주지 않는 진짜 미국식 영어 대공개. 영어가 서툴러도 미국식 영어라면 어디에서나 통하는 대화를 할 수 있다. 타일러가 알려주는, 현지인들이 매일같이 쓰는 찰진 영어 표현들로 이제 영어에 현장감을 더해보자.	9791162201510
 '이솝 우화'를 우화의 전부로 아는 이들에게 선사하는 새로운 감각의 현대 우화이다. 책을 쓰는 인간보다 더 책을 사랑하는 여우(물론 그가 책을 사랑하는 방식은 좀 여우적(?)이기는 하다)를 통해, 책이 어떤 의미와 가치를 갖는가를 다소 희극적으로 재미있게 이야기한다.	9788934908067
 2010년작 입문로드맵 편과 실천로드맵 편을 통합, 3년간 축적된 콘텐츠와 데이터, 회원들의 경험담을 충실하게 반영한 이번 책은 잠수네 영어의 원리를 듣기/말하기/읽기/쓰기의 전 과정별, 적응부터 고수까지의 전 단계별 공부법으로 총망라하고 있다.	9788925551425
 가부장적인 아버지와 남편 사이에서 ‘아들만큼은 좋은 남자로 키우겠다’는 생각으로 그동안 실천해 온 성교육과 부모교육 노하우를 모조리 담았다. 부모와 교육관계자들은 새로운 시대에 맞는 새로운 성교육 방법을 파악하고 젠더교육까지 이해할 수 있다. 나아가 당황하지 않고 웃으면서 아들 성교육하는 해답을 찾을 수 있다.	9791130616322
 최소한의 물건으로 꾸미는 미니멀 홈스타일링!150만 명이 방문한 핫블로거 '레브드홈'의『처음 시작하는 미니멀 라이프』. 이 책은 현재 미니멀리스트로 살아가는 디자이너 부부가 스스로 부딪혀가며 찾아낸 현실적인 미니멀 라이프의 이야기를 담았다. 디자인업에 종사하는 이들 부부에게 미니멀 라이프란...	9791187512066
 한국화의 색감이 살아 있는 책이다. 좁은 연립 주택에서 살다가 할머니 댁으로 이사간 만희가 엿보는 집안 구석구석의 이야기들이 권윤덕 씨의 정성어린 그림과 색감 속에 살아 있다.	9788986621105
 &lt;과학콘서트&gt; &lt;알쓸신잡&gt;의 정재승 교수가 지난 10년 간 저자의 강연 중 가장 많은 호응을 받았던 12개의 강연을 선별하여 다시 집필하고 묶은 것이다. 더 나은 선택, 더 나은 미래를 위해 고군분투하고 있는 청춘들과 이 땅의 리더들에게 주는 뇌과학의 지혜와 통찰이 가득하다.	9791160560510
 『부의 추월차선』 이후 저자는 10년째 이어오고 있는 ‘추월차선 포럼’을 통해 매주 수천 명의 기업가와 교류하며 성공과 실패의 로드맵을 그려왔다. 정신적인 문제는 부차적이라고 생각하며 변화를 원하지만 변화하지 못하는 당신의 엉덩이를 걷어차 변화로 이끄는 책이다.	9791187444213
 전세계 15개국에 번역되어 100만부 팔린 선진육아법의 바이블태어나서 20개월까지 어떻게 아기를 키워야 하는 가에 대한 방법을 담은 육아서『엄마 나는 자라고 있어요』. 이 책은 두 명의 발달 심리학자가 30년간 연구한 결과를 아기의 성장과 변화를 중심으로 발달에 관한 관찰법을 담아 정리한 것이다....	9788937831652
 출간 즉시 4만 부를 돌파한 마스다 미리 역대 최고의 베스트셀러 만화. 마스다 미리가 스쳐 보내버린 일상 속의 한 순간을, 마치 사진을 찍듯 적나라하게 그려낸다. ‘소소한 일상을 그리는 작가’라는 세간의 평가는 작가의 이런 특성에서 비롯된 것이지만, 바로 그 이유로 삶의 진리에 다가서는 작가이기도 하다.	9791188451074
 한국의 미니멀리스트 열 명이 들려주는 삶과 공간에 관한 이야기이다. 그들이 미니멀한 생활을 시작하게 된 계기와 물건을 비운 후 찾아온 변화 등에 대해 담았으며 정리의 기술, 심플 인테리어 요령 등 누구나 즐겁게 해볼 수 있는 실천법도 함께 실었다.	9791155784464
 교육정보 사이트 '잠수네 커가는 아이들'의 회원들과 그 자녀들이 직접 체험하고 검증한 국어, 영어, 수학, 과학, 사회 공부방법의 핵심을 집대성한 책이다. 잠수네만의 교육철학, 초중등 주요과목 교과서 공부법 및 시험대비 전략을 총망라하였다.	9788925548777
 감정적으로 대처하지 않고 일관된 태도를 유지하며 내 아이를 훈육하는 방법!아기발달 전문가이자 육아 멘토 김수연 박사가 언제 어떻게 훈육을 시작해야 하는지, 다양한 육아 상황에서 어떤 훈육기술을 적용해야 하는지 초보 부모들에게 구체적으로 가이드를 주는 『감정조절 훈육법』. 출산을 앞두고 있는...	9788968331718
 아들 키우는 엄마는 종잡을 수 없는 아들의 행동 때문에 하루에도 몇 번씩 소리를 지른다. 이해할 수 없고 통제할 수 없어서 딱 미쳐버릴 것 같다. 엄마의 열 마디 말보다 아빠의 귓속말로 상황이 한 방에 정리될 때는 묘하게 서운한 마음도 든다.	9788952234650
 저자는 수많은 엄마들과 상담한 결과 엄마들이 가장 힘들고 상처받는 순간은 훈육의 순간이었다고 한다. 이 책은 지금의 엄마들이 많이 하는 훈육의 모습을 돌아보면서 왜 훈육이 실패할 수밖에 없었는지 원인을 따져보고 성공적인 훈육을 위한 원칙을 제안한다.	9791185952826
 일을 잘하기 위한 방법을 총체적인 관점에서 설명한다. 과연 일은 어떤 방식으로 작용하고 어떤 방향으로 움직이는지, 또 우리는 그런 일에 대해 어떤 전략을 수립해야 하는지, 일의 본질을 이해하고 더 나아가 제대로 그리고 즐겁게 일하기 위해 치열하게 고민하고 연구한 8가지 핵심 원리를 제시한다.	9791129429506
 MBC 라디오 피디 장수연의 에세이. 성공과 인정에 목말라 이따금 두려워도 항상 앞만 보고 나아갔던 장수연이라는 인간이 아이를 낳고 아이와 함께 성장한 이야기를 담고 있다. 엄마, 아내, 며느리, 워킹맘. 83년생 여자가 2017년 현재, 자기자신을 지켜낸 시간에 대해 이야기한다.	9791160560329
 우리가 알지 못한 공룡들의 놀랍고도 신기한 이야기!『진짜 진짜 재밌는 공룡 그림책』은 지구 곳곳에 살았던 공룡들의 놀랍고도 신기한 이야기들을 생생한 일러스트와 함께 소개합니다. 공룡이 나타나기 전부터 공룡이 사라진 이후까지, 연대별로 분류한 동물들을 통해 어떻게 공룡이 진화했는지 알려줍니다....	9788994545714
